1	.0277066230	.0487259865	.0834454059	.1373821735
2	.0141562938	.0267018318	.0468212127	.0720135212
4	.0073398113	.0140727996	.0272631645	.0484792232
8	.0042026996	.0075401306	.0141076087	.0263829231
16	.0025506973	.0043021678	.0075575828	.0143385887
