1	.0174349784	.0603560447	.1011187553
2	.0069985866	.0298671722	.0619871616
4	.0047881603	.0173166275	.0368972301
8	.0024657726	.0088142395	.0203107834
16	.0013302326	.0048868656	.0106935501
