1	.0169032096	.0599056244	.1036181926
2	.0080108166	.0312478065	.0728872299
4	.0049393653	.0169718265	.0372603416
8	.0027038097	.0092738151	.0206542015
16	.0014327526	.0046876430	.0106188774
