1	.0189997673	.0353044033	.0596128463
2	.0096385955	.0186077594	.0356919288
4	.0046822548	.0097318172	.0188991546
8	.0026854515	.0051492214	.0097698211
16	.0022131919	.0031568527	.0054228305
