1	.0373637676	.0656111717	.1352691650
2	.5502676010	1.1098260879	2.0263613700
4	.7366548061	1.4752964973	2.9356885433
8	1.2087245941	2.4155186176	4.8099191665
16	2.1757046699	4.3626224040	8.6925284385
