1	.0179194927	.0323080539	.0592443943
2	.0096891403	.0185988903	.0347181797
4	.0049739837	.0093222141	.0188954353
8	.0025686264	.0050902366	.0098914623
16	.0020333766	.0031094074	.0054328441
